date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:18:57	205543/205543	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:56%20GMT	https://www.dinoreps.com/accesoires/headwear	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/headwear.html	(from https://www.dinoreps.com/)
23:18:57	131594/131594	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:57%20GMT	https://www.dinoreps.com/accesoires/glasses	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/glasses.html	(from https://www.dinoreps.com/)
23:18:57	221807/221807	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:57%20GMT	https://www.dinoreps.com/accesoires/bagswallets	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/bagswallets.html	(from https://www.dinoreps.com/)
23:18:58	199462/199462	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:58%20GMT	https://www.dinoreps.com/accesoires/jewelry	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/jewelry.html	(from https://www.dinoreps.com/)
23:18:58	129887/129887	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:58%20GMT	https://www.dinoreps.com/accesoires/watches	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/watches.html	(from https://www.dinoreps.com/)
23:18:59	173385/173385	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:58%20GMT	https://www.dinoreps.com/accesoires/belts	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/belts.html	(from https://www.dinoreps.com/)
23:18:59	121460/121460	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:59%20GMT	https://www.dinoreps.com/accesoires/parfume	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/accesoires/parfume.html	(from https://www.dinoreps.com/)
23:18:59	134921/134921	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:18:59%20GMT	https://www.dinoreps.com/sport/sport-clothes	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/sport/sport-clothes.html	(from https://www.dinoreps.com/)
23:19:00	119151/119151	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:00%20GMT	https://www.dinoreps.com/sport/sport-accesoires	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/sport/sport-accesoires.html	(from https://www.dinoreps.com/)
23:19:00	131911/131911	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:00%20GMT	https://www.dinoreps.com/sport/sport-equipment	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/sport/sport-equipment.html	(from https://www.dinoreps.com/)
23:19:01	154480/154480	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:00%20GMT	https://www.dinoreps.com/others_1/electronicsapple	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/others_1/electronicsapple.html	(from https://www.dinoreps.com/)
23:19:01	177778/177778	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:01%20GMT	https://www.dinoreps.com/others_1/decor	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/others_1/decor.html	(from https://www.dinoreps.com/)
23:19:01	137096/137096	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:01%20GMT	https://www.dinoreps.com/outfits_1/streetwear	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/outfits_1/streetwear.html	(from https://www.dinoreps.com/)
23:19:02	126927/126927	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:02%20GMT	https://www.dinoreps.com/outfits_1/y2k	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/outfits_1/y2k.html	(from https://www.dinoreps.com/)
23:19:02	158420/158420	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:02%20GMT	https://www.dinoreps.com/outfits_1/bloke-core	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/outfits_1/bloke-core.html	(from https://www.dinoreps.com/)
23:19:03	126564/126564	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:02%20GMT	https://www.dinoreps.com/outfits_1/gorpcore	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/outfits_1/gorpcore.html	(from https://www.dinoreps.com/)
23:19:08	179291/179291	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2020:19:03%20GMT	https://www.dinoreps.com/how-to-use-pandabuy	C:/Users/matei/Desktop/Folder%20nou%20(2)/Custyx/www.dinoreps.com/how-to-use-pandabuy.html	(from https://www.dinoreps.com/)
